収録順,上位銘柄コード,商品コード,銘柄名,色名,MS番号,L,a,b,光沢感,主観の色分類
28,233006,579201,アートドリープ・紫雲,　,J-1,97.36,-0.56,4.13,None,白
29,233000,579219,アートドリープ・さざれ,　,J-1,97.34,-0.51,4.06,None,白
30,233004,579185,アートドリープ・はっぱ,　,J-1,97.38,-0.51,3.97,None,白
31,233003,579193,アートドリープ・しげみ,　,J-1,97.32,-0.54,4.23,None,白
32,233005,579227,アートドリープ・リズム,　,J-1,97.37,-0.46,3.91,None,白
1,3706700,664037,スプレンダーラックス-FS,プレミアムホワイト,K-1-1,94.5,-0.29,-3.15,グロス,高白色
2,3706700,664052,スプレンダーラックス-FS,ブラック,K-1-1,27.67,0.05,-0.75,グロス,黒
3,3706700,664078,スプレンダーラックス-FS,レッド,K-1-1,46.94,55.84,28.98,グロス,赤
4,3706702,664094,スプレンダーラックスW-FS,プレミアムホワイト,K-1-1,94.38,-0.19,-3.15,グロス,高白色
5,3706701,664144,スプレンダーラックスVS-FS,グレー,K-1-1,40.03,-0.61,-0.79,グロス,グレー
6,3706701,664128,スプレンダーラックスVS-FS,ブラック,K-1-1,27.87,0.04,-0.77,グロス,黒
7,3706701,664169,スプレンダーラックスVS-FS,レッド,K-1-1,45.68,53.86,27.84,グロス,赤
8,3706701,664193,スプレンダーラックスVS-FS,シルバー,K-1-1,85.75,-0.52,-0.33,グロス,グレー
9,3706701,664219,スプレンダーラックスVS-FS,ゴールド,K-1-1,66.13,7.37,38.98,グロス,金
10,3706701,664177,スプレンダーラックスVS-FS,ブロンズ,K-1-1,73.26,1.84,8.29,グロス,グレー
11,2412700,448738,ニューベルネ,ホワイト,K-1-1,91.96,-0.6,8.22,パール,ナチュラル
12,2412700,448829,ニューベルネ,クリーム,K-1-1,88.14,5.43,13.42,パール,ピンク
13,2412700,448795,ニューベルネ,ローズ,K-1-1,88.22,2.33,5.3,パール,グレー
14,3049100,444919,New特レーブル輝き,シルバー,K-1-1,96.64,-0.57,6.68,パール,高白色
15,3049100,444885,New特レーブル輝き,ゴールド,K-1-1,96.05,-1.76,12.65,パール,黄色
16,3104500,660258,シャインフェイス-FS,シルバー,K-1-1,94.64,0.12,1.76,パール,高白色
1,,509364,ミランダ,スノーホワイト,K-1-2,94.49,2.13,-4.86,スパークル,高白色
2,,509430,ミランダ,ホワイト,K-1-2,92.74,0.55,13.01,スパークル,白
3,3106900,509398,ミランダ,ナチュラル,K-1-2,90.73,1.31,19.27,スパークル,ナチュラル
4,3106900,509331,ミランダ,黒,K-1-2,28.81,-0.49,-1.57,スパークル,黒
5,3106900,509422,ミランダ,ベージュ,K-1-2,83.62,4.69,13.27,スパークル,茶
6,,509372,ミランダ,セピア,K-1-2,45.47,3.7,8.8,スパークル,茶
7,,509406,ミランダ,ばら,K-1-2,81.08,19.65,7.45,スパークル,ピンク
8,3106900,509380,ミランダ,空,K-1-2,69.46,-6.88,-13.61,スパークル,青
9,,509323,ミランダ,あさぎ,K-1-2,75.88,-17.48,0.18,スパークル,青
10,3106900,509414,ミランダ,ひまわり,K-1-2,80.63,17.1,74.09,スパークル,黄色
11,3106900,509356,ミランダ,しんく,K-1-2,38.2,30.83,8.35,スパークル,赤
12,,509315,ミランダ,あい,K-1-2,34.78,-2.01,-12.94,スパークル,青
13,3106900,509349,ミランダ,濃緑,K-1-2,44.63,-16.63,3.1,スパークル,緑
14,8040300,548107,ヴィンテージ ゴールド,ブロンド,K-1-2,63.08,7.6,25.4,メタリック,金
15,8040300,548115,ヴィンテージ ゴールド,アンティーク,K-1-2,63.39,12.23,25.28,メタリック,金
16,8040300,548123,ヴィンテージ ゴールド,カッパー,K-1-2,67.61,7.92,26.41,メタリック,茶
17,8040300,548131,ヴィンテージ ゴールド,モス,K-1-2,62.05,0.01,20.59,メタリック,緑
18,3706200,626010,グムンドゴールド-FS,プラチナ,K-1-2,94.59,1.93,-3.6,スパークル,高白色
19,3706200,625996,グムンドゴールド-FS,シャンパンゴールド,K-1-2,76.68,2.63,13.78,スパークル,金
20,3706200,626002,グムンドゴールド-FS,マットゴールド,K-1-2,73.26,3.92,30.13,スパークル,金
21,3706200,626036,グムンドゴールド-FS,ベージュゴールド,K-1-2,87.38,6.61,24.13,スパークル,金
22,3706200,626028,グムンドゴールド-FS,ゴールド,K-1-2,77.29,6.19,55.97,スパークル,金
23,3706200,626044,グムンドゴールド-FS,リッチゴールド,K-1-2,73.75,16.76,53.22,スパークル,金
24,3706200,626051,グムンドゴールド-FS,Nブロンズ,K-1-2,40.8,14.15,14.25,スパークル,茶
25,3704800,556076,スタードリーム-ＦＳ,クリスタル,K-1-2,93.81,1.93,-8.47,パール,高白色
26,3704800,582742,スタードリーム-ＦＳ,クォーツ,K-1-2,92.77,0.64,1.27,パール,高白色
27,3704800,556084,スタードリーム-ＦＳ,シルバー,K-1-2,80.03,-0.51,-2.05,メタリック,銀
28,3704800,556126,スタードリーム-ＦＳ,チタン,K-1-2,33.23,0.01,-1.83,メタリック,グレー
29,3704800,556159,スタードリーム-ＦＳ,オパール,K-1-2,88.94,-0.85,1.91,パール,グレー
30,3704800,556134,スタードリーム-ＦＳ,モーヴ,K-1-2,87.32,-0.06,1.36,パール,グレー
31,3704800,582726,スタードリーム-ＦＳ,コーラル,K-1-2,91.03,5.86,10.01,パール,ピンク
32,3704800,556092,スタードリーム-ＦＳ,アクアマリン,K-1-2,86.69,-7.89,-0.73,パール,青
33,3704800,582767,スタードリーム-ＦＳ,ローズクォーツ,K-1-2,83.87,18.76,4.21,パール,ピンク
34,3704800,556118,スタードリーム-ＦＳ,ゴールド,K-1-2,81.08,9.49,42.38,メタリック,金
35,3704800,556167,スタードリーム-ＦＳ,アンティークゴールド,K-1-2,55.93,9.1,28.86,メタリック,金
36,3704800,582700,スタードリーム-ＦＳ,カッパー,K-1-2,56.19,21.83,28.86,メタリック,茶
37,3704800,556142,スタードリーム-ＦＳ,ルビー,K-1-2,45.35,43.75,15.03,パール,赤
38,3704800,556183,スタードリーム-ＦＳ,ナイトブルー,K-1-2,38.89,-5.26,-13.15,パール,青
39,3704800,556100,スタードリーム-ＦＳ,ブロンズ,K-1-2,37.69,6.57,10.97,メタリック,茶
40,3606200,519207,リアクション-FS,ホワイト,K-1-2,93.98,2.48,-5.37,スパークル,高白色
41,3606200,519264,リアクション-FS,シルバー,K-1-2,64.61,-1.73,-7.99,スパークル,銀
42,3606200,519215,リアクション-FS,バニラ,K-1-2,94.74,0.52,11.15,スパークル,白
43,3606200,519231,リアクション-FS,サンド,K-1-2,80.89,-3.92,11,スパークル,緑
44,3606200,519256,リアクション-FS,アクア,K-1-2,79.66,-9.43,-1.67,スパークル,青
45,3606200,519298,リアクション-FS,コスモス,K-1-2,50.04,31.22,-11.36,スパークル,ピンク
46,3606200,519280,リアクション-FS,ナイトブルー,K-1-2,42.34,-1.45,-26.08,スパークル,青
47,3606200,519314,リアクション-FS,フォレストグリーン,K-1-2,46.22,-16.32,8.36,スパークル,緑
48,3606200,565077,リアクション-FS,シトラスブライト,K-1-2,98.67,-32.38,62.07,スパークル,黄色
49,3606200,565085,リアクション-FS,パッションピンク,K-1-2,77.8,67.9,24.84,スパークル,ピンク
50,3606200,565093,リアクション-FS,スパークリングレモン,K-1-2,105.05,-33.07,101.23,スパークル,黄色
51,3606200,565101,リアクション-FS,シグナルレッド,K-1-2,62.53,76.35,52.36,スパークル,オレンジ
52,8013300,636092,メタドゥール,H パールホワイト,K-1-2,95.47,-0.29,5.08,パール,高白色
53,8013300,636076,メタドゥール,H シルバー,K-1-2,74.9,-0.69,-0.8,メタリック,銀
54,8013300,636084,メタドゥール,H パールブラック,K-1-2,37.99,-0.5,-2.54,メタリック,グレー
55,8013300,636050,メタドゥール,H ゴールド,K-1-2,58.1,8.45,24.32,メタリック,金
56,8013300,636043,メタドゥール,H カッパー,K-1-2,57.84,22.36,24.62,メタリック,茶
57,8013300,636068,メタドゥール,H サファイア,K-1-2,36.77,-3.81,-14.41,メタリック,青
58,8013300,636100,メタドゥール,H ブロンズ,K-1-2,47.5,7.83,9.42,メタリック,茶
59,2412800,448910,ニューメタルカラー,シルバー,K-1-2,76.98,-0.49,-2,メタリック,銀
60,2412800,448886,ニューメタルカラー,ゴールド,K-1-2,66.75,7.63,37.19,メタリック,金
61,2417400,413005,ハイピカE2F,シルバー,K-1-2,86.78,-0.4,-0.29,メタリック,銀
62,2417400,412999,ハイピカE2F,ゴールド,K-1-2,75.21,6.76,46.28,メタリック,金
63,3451500,640102,ハイピカE2+,シルバー,K-1-2,82.9,-0.4,0.02,メタリック,銀
64,2417500,306159,ハイピカLF,シルバー,K-1-2,92.84,-0.46,-0.08,メタリック,銀
65,2413000,77420,オフメタル,銀,K-1-2,93.77,-0.32,-0.42,メタリック,銀
66,2413000,77412,オフメタル,金,K-1-2,88.66,-2.89,38.7,メタリック,金
67,2413001,421461,オフメタルN,銀,K-1-2,92.43,-1.05,-1.23,メタリック,銀
68,2413001,487249,オフメタルN,金,K-1-2,87.5,-1.95,43.94,メタリック,金
69,2413002,150342,オフメタルLP,銀,K-1-2,92.7,0.24,-0.47,メタリック,銀
70,2413002,150334,オフメタルLP,金,K-1-2,86.59,-2.14,41.62,メタリック,金
1,6210200,118018,彩美カード,白,L-1,91.75,0.87,11.19,None,ナチュラル
2,6210200,318105,彩美カード,グレー,L-1,66.98,-0.69,3.06,None,グレー
3,6210200,68841,彩美カード,うすクリーム,L-1,91.62,2.33,23.04,None,黄色
4,3210500,499228,GAボード-FS,ホワイト,L-1,89.44,0.56,10.05,None,グレー
5,3210500,499046,GAボード-FS,グレー,L-1,63.67,-0.6,4.14,None,グレー
6,3210500,499160,GAボード-FS,ブラック,L-1,28.81,0,1.32,None,黒
7,3210500,499012,GAボード-FS,クリーム,L-1,90.55,-0.12,26.84,None,黄色
8,3210500,498980,GAボード-FS,キャメル,L-1,66.52,8.69,27.42,None,茶
9,3210500,499251,GAボード-FS,マスタード,L-1,66.91,15.86,53.24,None,オレンジ
10,3210500,498956,GAボード-FS,アンバーレッド,L-1,49.92,24.12,19.23,None,茶
11,3210500,499103,GAボード-FS,ダークブラウン,L-1,36.53,10.29,13.7,None,茶
12,3210500,499194,GAボード-FS,ボルドー,L-1,32.25,13.82,3.16,None,茶
13,3210500,499137,GAボード-FS,ダークブルー,L-1,30.84,-2.58,-4.08,None,青
14,3210500,499079,GAボード-FS,ダークグリーン,L-1,33.86,-8.98,3.02,None,緑
1,3407800,413831,GAファイル,ホワイト,L-2-1,96.73,1.07,1.11,None,白
2,3407800,413773,GAファイル,グレー,L-2-1,51.92,0.22,3.21,None,グレー
3,3407800,413799,GAファイル,チャコールグレー,L-2-1,34.24,0.7,3.89,None,グレー
4,3407800,413815,GAファイル,ブラック,L-2-1,24.87,-0.51,-1.26,None,黒
5,3407800,413765,GAファイル,キャメル,L-2-1,63.07,9.52,26.25,None,茶
6,3407800,413807,GAファイル,ブラウン,L-2-1,47.56,9.44,18.99,None,茶
7,3407800,413781,GAファイル,ココア,L-2-1,42.59,7.7,12.77,None,茶
8,3407800,413823,GAファイル,ブルージーン,L-2-1,68.61,-2.71,-4.45,None,青
1,3707100,634352,カラープラン-FS,クールホワイト,L-2-2,94.73,3.01,-17.24,None,高白色
2,3707100,634378,カラープラン-FS,プライムホワイト,L-2-2,96.88,2.8,-8.04,None,高白色
3,3707100,634303,カラープラン-FS,アイスホワイト,L-2-2,96.73,2.24,-9.37,None,高白色
4,3707100,634329,カラープラン-FS,スノーホワイト,L-2-2,95.64,2.01,-4.17,None,高白色
5,3707100,634337,カラープラン-FS,ナチュラル,L-2-2,95.54,-0.1,8.8,None,白
6,3707100,634436,カラープラン-FS,クールグレー,L-2-2,82.27,-0.07,5.16,None,グレー
7,3707100,634527,カラープラン-FS,ライトグレー,L-2-2,86.76,-0.03,-2.7,None,紫
8,3707100,634394,カラープラン-FS,アッシュグレー,L-2-2,70.6,-1.65,3.17,None,グレー
9,3707100,634469,カラープラン-FS,スモークグレー,L-2-2,52.41,1.2,0.05,None,グレー
10,3707100,634477,カラープラン-FS,ダークグレー,L-2-2,44.36,-1.16,2.48,None,グレー
11,3707100,650150,カラープラン-FS,スレートグレー,L-2-2,31.97,-1.65,-2.22,None,グレー
12,3707100,634725,カラープラン-FS,ブラック,L-2-2,24.68,0.21,-0.57,None,黒
13,3707100,634402,カラープラン-FS,カシミヤ,L-2-2,85.06,0.89,9.98,None,グレー
14,3707100,634410,カラープラン-FS,キャメル,L-2-2,74.29,6.27,19.42,None,茶
15,3707100,634360,カラープラン-FS,サンドベージュ,L-2-2,64.04,7.41,21.17,None,茶
16,3707100,634501,カラープラン-FS,モカブラウン,L-2-2,50.57,8.67,10.98,None,茶
17,3707100,634311,カラープラン-FS,クリーム,L-2-2,92.21,0.93,18.45,None,ナチュラル
18,3707100,634345,カラープラン-FS,ピンクベージュ,L-2-2,91.45,5.32,11.34,None,ピンク
19,3707100,634444,カラープラン-FS,クールブルー,L-2-2,83.37,-2.05,-3.86,None,青
20,3707100,634485,カラープラン-FS,パウダーグリーン,L-2-2,90.62,-7.52,5.43,None,緑
21,3707100,634543,カラープラン-FS,ライムグリーン,L-2-2,91.95,-8.6,16.02,None,緑
22,3707100,634386,カラープラン-FS,レモンイエロー,L-2-2,90.96,-3.52,34.77,None,緑
23,3707100,634428,カラープラン-FS,キャンディピンク,L-2-2,84.21,16.8,3.83,None,ピンク
24,3707100,634550,カラープラン-FS,ラベンダー,L-2-2,74.55,10.04,-19.35,None,紫
25,3707100,634535,カラープラン-FS,ライトブルー,L-2-2,80.07,-6.15,-12.98,None,青
26,3707100,634493,カラープラン-FS,ミントグリーン,L-2-2,84.47,-24.1,12.39,None,緑
27,3707100,650135,カラープラン-FS,マスカットグリーン,L-2-2,71,-3.55,56.35,None,緑
28,3707100,634659,カラープラン-FS,イエロー,L-2-2,87.45,1.87,83.24,None,黄色
29,3707100,634600,カラープラン-FS,クロムイエロー,L-2-2,78.52,19.96,66.63,None,黄色
30,3707100,634592,カラープラン-FS,オレンジ,L-2-2,63.23,44.15,46.45,None,オレンジ
31,3707100,650168,カラープラン-FS,アプリコット,L-2-2,53.87,32.53,34.66,None,オレンジ
32,3707100,634782,カラープラン-FS,レッド,L-2-2,49.39,53.43,28.3,None,赤
33,3707100,634717,カラープラン-FS,バーミリオン,L-2-2,44.88,43.4,19.39,None,赤
34,3707100,634626,カラープラン-FS,ダークレッド,L-2-2,40.53,33.29,10.79,None,赤
35,3707100,650143,カラープラン-FS,ベリーピンク,L-2-2,53.11,53.55,7.86,None,ピンク
36,3707100,634733,カラープラン-FS,ホットピンク,L-2-2,55.02,47.8,-10.37,None,ピンク
37,3707100,634709,カラープラン-FS,パープル,L-2-2,41.98,24.19,-36.13,None,紫
38,3707100,634741,カラープラン-FS,ロイヤルブルー,L-2-2,38.07,13.99,-35.52,None,紫
39,3707100,634576,カラープラン-FS,ターコイズ,L-2-2,73.53,-31.1,-12.01,None,青
40,3707100,634451,カラープラン-FS,サックスブルー,L-2-2,60.81,-4.69,-19.38,None,青
41,3707100,634618,カラープラン-FS,スカイブルー,L-2-2,57.45,-23.87,-27.9,None,青
42,3707100,634584,カラープラン-FS,アドリアブルー,L-2-2,50.38,-8.73,-27.52,None,青
43,3707100,634568,カラープラン-FS,サファイアブルー,L-2-2,37.42,0.03,-23.74,None,青
44,3707100,634790,カラープラン-FS,コバルトブルー,L-2-2,37.77,-2.9,-14.03,None,青
45,3707100,634774,カラープラン-FS,ピーコックグリーン,L-2-2,50.52,-38.11,-3.25,None,青
46,3707100,634667,カラープラン-FS,エメラルド,L-2-2,53.49,-23.57,2.26,None,緑
47,3707100,634519,カラープラン-FS,モスグリーン,L-2-2,53.71,-6.35,12.32,None,緑
48,3707100,634758,カラープラン-FS,グリーン,L-2-2,42.41,-26.08,15.73,None,緑
49,3707100,634808,カラープラン-FS,フォレストグリーン,L-2-2,36.78,-14.99,9.09,None,緑
50,3707100,634642,カラープラン-FS,ボルドー,L-2-2,31.03,13.46,1.64,None,紫
51,3707100,634691,カラープラン-FS,ディープパープル,L-2-2,30.48,7.17,-8.53,None,紫
52,3707100,634766,カラープラン-FS,ネイビーブルー,L-2-2,31.31,-1.17,-9.21,None,青
53,3707100,634683,カラープラン-FS,ディープグリーン,L-2-2,32.61,-5.75,-1.01,None,青
54,3707100,634634,カラープラン-FS,チョコレート,L-2-2,33.14,5.15,9.18,None,茶
55,3707100,634675,カラープラン-FS,ダークブラウン,L-2-2,30.87,3.7,5.31,None,茶
1,6210300,532242,OK ACカード,ましろ,L-3,98.32,2.9,-10.39,None,高白色
2,6210300,282988,OK ACカード,白,L-3,95.59,0.54,7.98,None,白
3,6210300,282947,OK ACカード,うす鼠,L-3,87.37,1.21,2.9,None,グレー
4,6210300,133470,OK ACカード,銀鼠,L-3,80.25,-2.73,7.98,None,緑
5,6210300,133496,OK ACカード,黒,L-3,27.43,0.3,1.9,None,黒
6,6210300,532366,OK ACカード,まくろ,L-3,25.25,0.47,1.04,None,黒
7,6210300,532309,OK ACカード,まあか,L-3,38.6,42.58,19.89,None,赤
8,6210300,282939,OK ACカード,とのこ,L-3,87.11,6.57,14.86,None,茶
9,6210300,133488,OK ACカード,栗,L-3,69.35,6.67,29.14,None,茶
10,6210300,133447,OK ACカード,うすクリーム,L-3,89.99,1.53,29.41,None,黄色
11,6210300,282962,OK ACカード,うす桃,L-3,87.74,9.57,3.98,None,ピンク
12,6210300,282954,OK ACカード,うす水,L-3,87.55,-10.68,0.16,None,青
13,6210300,133421,OK ACカード,あさぎ,L-3,84.62,-5.13,8.78,None,緑
14,6210300,282921,OK ACカード,うす草,L-3,87.83,-9.64,12.28,None,緑
15,6210300,133504,OK ACカード,濃クリーム,L-3,81.67,12.5,43.33,None,黄色
16,6210300,133520,OK ACカード,肌,L-3,83.76,16.07,25.19,None,オレンジ
17,6210300,133538,OK ACカード,水,L-3,82.28,-17.98,-8.16,None,青
18,6210300,133439,OK ACカード,うぐいす,L-3,78.23,-16.11,27.62,None,緑
19,6210300,133454,OK ACカード,黄色,L-3,85.69,2.21,62.1,None,黄色
20,6210300,133553,OK ACカード,桃,L-3,78.48,23.28,6.3,None,ピンク
21,6210300,282996,OK ACカード,空,L-3,64.46,-29.04,-20.65,None,青
22,6210300,282970,OK ACカード,草,L-3,62.36,-35.28,20.33,None,緑
23,6210300,133462,OK ACカード,金茶,L-3,71.93,11.79,56.02,None,オレンジ
24,6210300,133512,OK ACカード,鮭,L-3,67.7,28.55,34.28,None,オレンジ
25,6210300,133546,OK ACカード,緑,L-3,63.96,-2.3,42.35,None,緑
1,,257147,パルパー,ホワイト,L-4,97.83,-0.18,2.45,None,白
2,,257113,パルパー,ナチュラル,L-4,85.85,2.26,12.6,None,茶
3,,532614,クロコ グロス,940x640,L-4,93.92,0.19,4.07,None,白
4,,532721,ジャガード グロス,　,L-4,94.02,0.37,4.26,None,白
5,,22368,ルーパス,　,L-4,94.09,0.4,4.62,None,白
6,,23952,ストライプ,　,L-4,94.03,0.33,4.28,None,白
7,,22020,クレーター,　,L-4,93.39,0.23,3.96,None,白
8,,15552,ほそおり,　,L-4,94.22,0.33,4.46,None,白
9,7510005,68775,かさね,PR白,L-4,96.3,-0.05,3.88,None,白
10,7510001,69112,かさね,KS白,L-4,96.14,0.04,3.44,None,白
11,7510007,69104,かさね,SM白,L-4,96.13,0.01,3.46,None,白
12,7510008,68924,かさね,SS白,L-4,95.73,-0.22,5.67,None,白
13,7510003,68122,かさね,MO白,L-4,94.81,-0.02,8.06,None,白
14,7510006,68114,かさね,SD白,L-4,94.87,-0.74,12.27,None,ナチュラル
15,7510007,69211,かさね,SM鼠,L-4,88.88,-2.63,16.11,None,緑
16,3006002,502252,水彩紙マーメイド,二方耳付き,L-4,96.52,-0.05,8.46,None,白
1,6611200,680868,シンボルパック-FS,プレミアムホワイト,L-5,94.85,3.1,-11.24,None,高白色
2,3212300,641944,気包紙 GL-FS,　,L-5,96.38,-0.27,2.7,None,白
3,3212100,548685,気包紙 U-FS,ディープ ラフ,L-5,96.32,-0.25,2.39,None,白
4,3212100,555649,気包紙 U-FS,ミディアム ラフ,L-5,95.99,-0.31,2.99,None,白
5,3212100,555599,気包紙 U-FS,ライト ラフ,L-5,95.63,-0.35,2.46,None,白
6,3212101,548628,気包紙 C-FS,ディープ ラフ,L-5,96.17,-0.32,3.37,None,白
7,,563312,気包紙 C-FS,ミディアム ラフ,L-5,95.78,-0.39,3.63,None,白
8,,563197,気包紙 C-FS,ライト ラフ,L-5,96.44,-0.34,3.86,None,白
9,3209200,644765,黒気包紙 U-FS,　,L-5,24.17,-0.07,-0.13,None,黒
10,3209201,644856,黒気包紙 C-FS,　,L-5,24.9,-0.21,-0.6,None,黒
11,3439700,598532,スノーブル-FS,＃180,L-5,98.85,3.24,-10.64,None,高白色
12,6531800,636928,GAクラフトボード-FS,シルバーウォール,L-5,79.59,1.77,3.12,None,グレー
13,6531800,558270,GAクラフトボード-FS,ムーンストーン,L-5,66.73,3.01,13.21,None,茶
14,6531800,557421,GAクラフトボード-FS,アース,L-5,60.89,9.92,18.26,None,茶
15,6531800,562587,GAクラフトボード-FS,クレイ,L-5,39.65,11.43,13,None,茶
1,3012300,336362,マーメイド あわせ,フロスティホワイト,L-6,93.39,2.87,-14.43,None,高白色
2,3012300,639963,マーメイド あわせ,スノーホワイト,L-6,98.11,2.45,-7.19,None,高白色
3,3012300,641365,マーメイド あわせ,白,L-6,95.6,0.34,10.65,None,ナチュラル
4,3012400,639922,GAバガス あわせ,シュガー,L-6,95.21,-0.46,6.4,None,白
1,8100001,314740,ダイヤボード,HM 2011,M-1,89.65,4.2,22.72,None,オレンジ
2,8100001,314674,ダイヤボード,HM 1604,M-1,75.19,2.44,15.05,None,茶
3,8100001,314633,ダイヤボード,HM 1504,M-1,65.92,-1.1,13.58,None,グレー
4,8100001,314724,ダイヤボード,HM 2002,M-1,81.53,7.28,33.56,None,黄色
5,8100001,314716,ダイヤボード,HM 2001,M-1,80.74,8.93,25.02,None,オレンジ
6,8100001,314682,ダイヤボード,HM 1607,M-1,82.26,9.78,21.3,None,オレンジ
7,8100001,314666,ダイヤボード,HM 1509,M-1,66.25,18.73,20.05,None,茶
8,8100001,314641,ダイヤボード,HM 1506,M-1,64.57,-6.23,0.54,None,青
9,8100001,314732,ダイヤボード,HM 2007,M-1,65.91,-10.13,0,None,青
10,8100001,314625,ダイヤボード,HM 1503,M-1,68.57,-5.95,15.43,None,緑
11,8100001,314617,ダイヤボード,HM 1502,M-1,75.78,0.58,26.29,None,黄色
12,8100001,314609,ダイヤボード,HM 1501,M-1,66.79,9.28,39.07,None,茶
13,8100001,314773,ダイヤボード,HM 2014,M-1,82,17.98,57.24,None,黄色
14,8100001,314757,ダイヤボード,HM 2012,M-1,48.87,48.29,19.32,None,赤
15,8100001,314765,ダイヤボード,HM 2013,M-1,47.66,-5.34,-22.52,None,青
16,8100001,314658,ダイヤボード,HM 1507,M-1,50.19,-14.52,11.07,None,緑
17,8100001,314781,ダイヤボード,HM 2015,M-1,61.19,-20.43,24.21,None,緑
18,,314583,ダイヤボード,HA 1625,M-1,72.51,0.56,9.44,None,グレー
19,,314591,ダイヤボード,HA 2024,M-1,80.81,20.86,41.29,None,オレンジ
20,8100002,314799,ダイヤボード,NV 1506,M-1,63.14,-5.87,-3.06,None,青
21,8100100,314278,シルバーボード,H 102,M-1,95.08,0.12,5.68,None,白
22,8100100,314344,シルバーボード,H 1016,M-1,72.73,1.04,16.87,None,茶
23,8100100,314336,シルバーボード,H 1015,M-1,65.51,-1.53,4.13,None,グレー
24,8100100,314310,シルバーボード,H 1013,M-1,78.98,6,28.89,None,黄色
25,8100100,314302,シルバーボード,H 1010,M-1,57.59,26.8,21.92,None,茶
26,8100100,314286,シルバーボード,H 1007,M-1,60.61,-11.7,-10.89,None,青
27,8100100,314294,シルバーボード,H 1008,M-1,55.17,-17.24,8.05,None,緑
28,8100100,314328,シルバーボード,H 1014,M-1,77.71,-5.51,13.13,None,緑
29,8100103,314427,シルバーボード,LA 102,M-1,94.2,0.15,5.23,None,白
30,8100103,314450,シルバーボード,LA BLACK,M-1,24.95,-0.01,-0.32,None,黒
31,8100103,314443,シルバーボード,LA 1017,M-1,72.19,-12.76,-0.78,None,青
32,8100103,314435,シルバーボード,LA 1012,M-1,78.51,-4.47,18.46,None,緑
33,8100101,314351,シルバーボード,HM102,M-1,95.65,-0.2,6.68,None,白
34,8100101,314369,シルバーボード,HM 1031,M-1,92.92,1.03,16.88,None,ナチュラル
35,8100101,314385,シルバーボード,HM 1041,M-1,81.06,-9.08,-4.4,None,青
36,8100101,314377,シルバーボード,HM 1038,M-1,80.28,-5,37.6,None,緑
37,8100102,314393,シルバーボード,KX 102,M-1,96.14,-0.34,6.75,None,白
38,8100102,314401,シルバーボード,KX 1032,M-1,89.26,5.06,22.29,None,オレンジ
39,8100102,314419,シルバーボード,KX 1102,M-1,72.75,1.03,10.68,None,グレー
40,8100104,314468,シルバーボード,RC 102,M-1,96.13,-0.34,6.44,None,白
41,8100104,314476,シルバーボード,RC 1039,M-1,72.16,5.91,49.86,None,黄色
42,8100104,314492,シルバーボード,RC 1100,M-1,39.13,46.18,24.45,None,赤
43,8100104,314484,シルバーボード,RC 1040,M-1,73.96,13.82,2.62,None,ピンク
44,,584847,ブラN110,PA ホワイト,M-1,93.62,-0.33,11.41,None,ナチュラル
45,,584870,ブラN110,PA クリーム,M-1,93.05,0.05,14.95,None,ナチュラル
46,,584854,ブラN110,PA ピンク,M-1,93.85,1.05,12.02,None,ピンク
47,,584888,ブラN110,PA ブルー,M-1,93.09,-1.62,10.44,None,緑
48,,584862,ブラN110,PA グリーン,M-1,93.41,-0.94,12.32,None,緑
49,8100800,283366,モス130,PA ホワイト,M-1,93.14,-0.15,10.61,None,ナチュラル
50,8100800,283382,モス130,PA ライトグレー,M-1,76.9,-1.59,13.63,None,緑
51,,283341,モス130,PA グレー,M-1,69.86,-1.07,13.71,None,グレー
52,8100800,283374,モス130,PA ミドルグレー,M-1,56.4,-1.77,6.63,None,グレー
53,8100800,283358,モス130,PA ダークグレー,M-1,44.37,-0.41,1.53,None,グレー
54,8150500,188821,ヴァル 薄口,クルミ,M-1,84.51,4.11,24.7,None,茶
55,8150500,188847,ヴァル 薄口,セイジ,M-1,85.33,1.56,21.52,None,茶
56,8102001,134007,シルビーヌ　薄口　,LAM 1,M-1,91.08,1.57,16.24,None,ナチュラル
57,8102000,134205,シルビーヌ　薄口　,DC 21,M-1,91.71,1.15,16.28,None,ナチュラル
58,8102000,134338,シルビーヌ　薄口　,DC 34,M-1,81.27,1.68,15.43,None,茶
59,8102001,134106,シルビーヌ　薄口　,LAM 11,M-1,78.01,3.68,18.83,None,茶
60,8102000,134312,シルビーヌ　薄口　,DC 32,M-1,81.64,3.46,17.5,None,茶
61,8155700,7476,スカーフマチェール150,DC シロ,M-1,92.05,0.16,16.96,None,ナチュラル
62,8155700,206698,スカーフマチェール150,DC コイネズ,M-1,50.67,2.01,4.17,None,グレー
63,8155700,206672,スカーフマチェール150,DC バラ,M-1,60.58,16.81,8.87,None,茶
64,8155700,206730,スカーフマチェール150,DC コゲチャ,M-1,46.27,0.26,8.06,None,グレー
65,8013100,635003,モイスライク,GK　白,M-1,96.21,-0.47,5.21,None,白
66,8013100,634998,モイスライク,GK　黒,M-1,26.32,0.29,0.43,None,黒
67,8013100,635011,モイスライク,GK　茶,M-1,46.68,6.35,18.74,None,茶
68,8013100,635037,モイスライク,GK　レンガ,M-1,49.27,26.71,14.88,None,茶
69,8013100,634980,モイスライク,GK　紺,M-1,30.87,-2.17,-11.13,None,青
